trade_date,601229.SH,601006.SH,601009.SH,600886.SH,600926.SH,600674.SH,600015.SH,601058.SH,600256.SH,601168.SH,601901.SH,600066.SH,600845.SH,600157.SH,600233.SH,601021.SH,601699.SH,600219.SH,600023.SH,600362.SH,601233.SH,600741.SH,601898.SH,600885.SH,601128.SH,600372.SH,600515.SH,600161.SH,600183.SH,600352.SH,601099.SH,600482.SH,600079.SH,600060.SH,600642.SH,600109.SH,601727.SH,600985.SH,600497.SH,600348.SH,601666.SH,600536.SH,600839.SH,603816.SH,601799.SH,601717.SH,600529.SH,601997.SH,603160.SH,600236.SH,600803.SH,600141.SH,600702.SH,600862.SH,603198.SH,600559.SH,600549.SH,603338.SH,600018.SH,600282.SH,600061.SH,600546.SH,600699.SH,601001.SH,600879.SH,600369.SH,600155.SH,601966.SH,600705.SH,600038.SH,600673.SH,600499.SH,600704.SH,600820.SH,600863.SH,601216.SH,600486.SH,600170.SH,600153.SH,600998.SH,600566.SH,601179.SH,600129.SH,601018.SH,600143.SH,600039.SH,600516.SH,600583.SH,600970.SH,600392.SH,600100.SH,603899.SH,600909.SH,600008.SH,600511.SH,600711.SH,600535.SH,601016.SH,600580.SH,601000.SH,601636.SH,603005.SH,603000.SH,603658.SH,600004.SH,600884.SH,601677.SH,600325.SH,600166.SH,600582.SH,600380.SH,600312.SH,600498.SH,600563.SH,600655.SH,601991.SH,600771.SH,603568.SH,600685.SH,603885.SH,600737.SH,600483.SH,601808.SH,600755.SH,600416.SH,600131.SH,600739.SH,601866.SH,600373.SH,601880.SH,600707.SH,600435.SH,601231.SH,600329.SH,600201.SH,600390.SH,600399.SH,600801.SH,601375.SH,600750.SH,603883.SH,601222.SH,600258.SH,601611.SH,600171.SH,601098.SH,600598.SH,603737.SH,600330.SH,600572.SH,600271.SH,600123.SH,600062.SH,600667.SH,603858.SH,601118.SH,600728.SH,600977.SH,600116.SH,603228.SH,600057.SH,600993.SH,600596.SH,600641.SH,600517.SH,601928.SH,600316.SH,603456.SH,603444.SH,600606.SH,600456.SH,600718.SH,603027.SH,600273.SH,600338.SH,600782.SH,600446.SH,600633.SH,601992.SH,600500.SH,600562.SH,601106.SH,600072.SH,600409.SH,603678.SH,600827.SH,600481.SH,600967.SH,600216.SH,600328.SH,600267.SH,603026.SH,601519.SH,603218.SH,600138.SH,600597.SH,600185.SH,600773.SH,600211.SH,601718.SH,600478.SH,600740.SH,600110.SH,600095.SH,600206.SH,600259.SH,600006.SH,600339.SH,603919.SH,601890.SH,601858.SH,600776.SH,603866.SH,601908.SH,603888.SH,600787.SH,600556.SH,600195.SH,601969.SH,601139.SH,600335.SH,603025.SH
20220617,5.764,5.7721,10.0859,10.1665,12.8271,11.2381,4.8395,12.4466,8.8591,11.1668,6.7778,7.1628,33.7803,1.7,20.7293,47.9,12.664,3.4518,3.46,17.5029,16.4751,21.1795,9.7809,38.1185,6.4974,18.7413,3.24,19.9133,15.7682,9.523,3.02,16.2526,16.3155,11.9129,5.3246,8.9745,4.07,13.4177,5.2995,8.0241,12.136,31.4875,2.823,47.8624,154.8616,12.9345,27.7688,5.6156,55.8925,5.6849,18.1301,41.3923,171.302,25.071,60.5096,27.9111,22.3808,47.7134,5.4092,2.8289,6.357,15.4804,13.541,15.8107,6.3614,3.9705,8.68,24.1765,3.3509,42.451,8.5093,16.5624,4.7704,5.538,3.4254,4.4471,108.511,2.8634,10.5784,5.4904,26.6553,4.7865,23.72,3.7654,8.8788,7.0736,7.57,4.2792,8.716,21.1455,4.28,49.3235,4.6365,2.7921,26.0208,8.286,9.8116,4.0174,13.2019,2.3927,11.4487,21.6582,10.728,44.9791,11.97,25.5055,22.7394,6.3986,2.78,4.6355,11.9473,7.7175,14.194,174.6584,8.9493,2.3442,31.0,20.8914,17.0493,13.6135,7.352,9.3319,14.9794,6.8395,18.78,13.6543,14.7013,2.7413,9.3957,1.6686,4.72,8.7895,13.2589,23.4059,8.8917,4.8517,15.71,17.2918,4.1977,12.8597,29.9624,8.2338,21.8534,8.3963,20.3543,8.7382,14.2275,67.7571,11.6016,4.0596,10.8688,11.052,21.0893,7.136,18.1656,4.7209,6.31,10.8199,10.7535,23.0609,8.1034,21.9357,21.1441,17.9163,5.2453,6.4085,28.8781,48.037,343.6946,3.4435,48.0005,10.6916,15.3266,9.789,29.71,5.0992,10.3978,6.9358,2.5575,6.5486,14.8395,3.07,12.5499,8.0656,38.5874,12.0862,15.1696,8.3651,13.1347,15.3008,13.6492,147.7443,6.75,24.8647,10.7562,11.6678,7.1073,18.8915,28.7139,3.1786,7.36,5.9456,10.8196,7.6787,18.1691,51.77,7.8218,3.0087,32.7832,7.453,7.4968,11.2648,12.3351,6.9035,16.951,5.5252,8.6464,12.5983,8.9356,6.9137,9.6995,18.7919
20220624,5.7026,5.694,9.9358,9.9832,13.1667,11.1908,4.8021,11.8252,8.2679,10.2464,6.748,7.9089,34.4807,1.64,19.8536,52.48,11.6792,3.3087,3.51,16.5474,15.7115,23.2581,9.0428,41.8926,6.259,19.4113,3.23,20.021,16.1477,9.4306,3.0,16.0143,16.0394,12.2988,5.4096,9.0041,4.09,12.6457,5.0226,7.5623,10.7286,30.3572,2.9116,53.0087,170.4953,12.0283,27.3286,5.5019,58.2686,5.7313,17.6807,39.0194,186.9098,28.1764,59.882,27.6612,21.4287,48.0003,5.3818,2.8112,6.3505,15.1134,15.4584,14.0459,6.4704,3.9122,8.55,26.6011,3.285,45.9902,8.8021,19.5918,4.7235,5.448,3.4533,5.1467,103.0403,2.826,9.6961,5.6062,28.5357,4.8261,23.16,3.7559,9.3266,7.0736,7.49,4.0825,9.1455,21.0264,4.31,49.1396,4.4311,2.7825,26.3049,7.8483,10.0409,4.1473,14.112,2.3566,11.8756,22.6025,10.6984,45.6086,12.3,27.76,22.3346,6.8626,2.96,4.4122,11.8111,7.8367,14.1248,184.732,8.4733,2.4234,34.6,23.9627,16.6528,15.7416,7.0922,9.8808,13.4864,6.7875,19.52,13.7327,14.4093,2.6607,9.3861,1.6686,4.66,8.7596,13.2977,23.7778,8.9211,4.7374,18.76,17.4551,4.1481,12.8688,32.7867,8.4389,23.5413,8.2097,22.1345,8.4638,13.9464,84.1143,12.3379,4.1504,10.8223,10.1678,21.9112,7.1457,18.427,4.7009,6.37,11.069,9.8703,24.4732,7.8899,21.9259,20.3946,18.823,5.2156,6.4262,30.0305,49.3216,357.3454,3.4344,52.1598,11.4972,15.8826,9.789,29.88,4.9947,10.2386,7.0241,2.5668,6.4813,15.1344,3.05,12.3412,7.7838,45.478,12.6641,15.3806,8.4992,12.9808,14.873,12.9785,149.9181,6.49,26.9816,11.8775,12.0789,6.3995,20.0385,28.8892,3.0598,9.3,5.5512,11.3787,7.7083,18.4754,48.46,7.7331,2.8612,32.8415,7.851,7.5256,10.7884,11.9423,7.271,16.8821,5.3534,8.1284,12.3648,8.7022,6.9169,11.9485,18.2905
20220701,5.7464,5.7374,9.6543,10.3208,14.0155,11.5403,4.8488,10.4839,9.1528,10.3853,6.6091,7.5753,33.2224,1.6,19.6274,56.63,12.7122,3.4327,3.5,16.765,15.7409,20.74,9.541,39.7766,6.6507,18.7072,3.35,19.8387,16.1477,9.4768,2.95,15.4881,15.6747,11.8358,5.419,8.7276,4.07,13.4912,4.9176,9.1515,11.3269,32.1564,2.8624,53.7407,163.471,14.3653,27.2895,5.4735,67.7232,5.8834,17.3556,44.148,194.4501,27.7077,62.8143,27.9876,22.0176,50.7557,5.318,2.82,6.2024,15.8307,16.4717,16.6476,6.401,3.8051,8.29,24.9448,3.2568,43.3333,8.8801,20.9508,4.7798,5.484,3.4347,4.6004,99.9055,2.8353,10.8257,5.4997,25.3371,4.6871,21.25,3.6989,9.2098,7.2611,7.52,4.0726,9.3504,22.1278,4.45,52.8949,4.392,2.8016,26.2167,7.709,10.0027,4.1733,13.701,2.3295,12.3122,26.7473,10.866,47.895,14.31,29.4852,22.69,7.4425,2.79,4.3721,12.1884,8.0248,14.1841,198.5091,8.8922,2.4234,33.91,26.6388,16.2959,17.7702,7.0922,10.2614,13.4963,6.8962,19.0,13.1348,14.2145,2.6876,9.4818,1.6395,4.71,8.9389,13.7148,23.9539,9.0193,4.6706,17.6,18.6943,4.0886,12.6583,32.5727,7.8822,23.57,8.249,24.0129,8.3044,13.8339,92.2786,11.6016,4.1485,10.8025,10.7787,26.1948,7.3803,18.259,4.7609,6.44,11.328,9.715,22.5482,8.2427,22.3823,21.6808,18.7836,5.364,6.373,30.2499,49.2921,363.1824,3.5434,56.7165,11.1392,16.9539,9.7626,31.57,4.9168,10.2087,6.6906,2.5855,6.4044,14.5152,3.14,12.1226,7.8129,45.1827,12.6836,17.3463,8.8058,13.8564,16.8551,12.5446,146.6957,6.31,24.502,12.0164,12.3334,6.1046,20.7467,30.2409,3.04,8.36,5.6474,11.1433,7.4715,18.5841,51.11,7.4573,2.8317,33.026,7.4231,7.4968,10.6793,13.1994,8.761,16.636,5.3916,8.0288,11.9659,8.4689,6.7894,9.6499,17.5999
20220708,5.6905,5.6705,9.4385,11.1696,13.6571,13.0418,4.7834,10.8587,8.6254,10.4808,6.5595,7.4173,33.2162,1.73,19.4011,53.21,11.9865,3.3564,3.77,16.3771,15.1881,21.0879,9.3749,41.7916,6.7444,18.955,3.23,20.8079,15.7208,9.691,2.9,15.3491,16.069,12.5303,5.7463,8.5894,4.31,12.9306,5.0767,8.3,10.8129,30.3648,2.9607,51.235,168.4247,14.5942,26.36,5.4072,73.3701,6.3206,17.3938,40.6269,189.6929,26.3665,58.4796,26.8206,22.3416,48.1193,5.245,2.8112,6.0542,13.2284,14.6835,14.0004,6.5694,3.7564,8.12,27.11,3.2097,44.6176,9.2705,21.9417,4.7522,5.2859,3.9653,4.4183,94.6985,2.7979,10.0695,5.4673,24.5132,4.8658,25.25,3.7179,8.8106,7.1807,7.57,4.0431,9.5945,21.4829,4.37,49.7009,4.2844,2.7251,26.5792,7.6394,10.1747,4.2165,13.7597,2.3114,11.177,27.0455,10.5308,49.4225,13.93,31.2692,21.6533,7.1236,3.25,4.3166,12.2081,8.5525,14.362,202.5583,8.2543,2.7498,34.55,29.4546,16.7618,16.1891,7.017,10.0728,13.17,6.6651,21.15,14.4973,13.7959,2.6517,8.9364,1.6395,4.57,8.9788,13.8797,23.7484,9.0683,4.623,18.68,17.9354,4.039,12.4753,33.7026,8.5855,23.24,8.6909,22.5893,8.269,13.3371,89.6429,12.3777,4.1767,10.6444,10.1516,30.111,7.2203,18.2683,4.6809,6.4,10.9594,9.5403,21.8808,7.7321,21.8677,20.0059,19.2073,5.7599,6.2753,30.0804,54.2341,342.0162,3.4071,57.1527,10.9999,15.8629,9.6921,33.53,4.8389,9.8804,6.5042,2.528,6.2775,14.8592,3.18,11.9835,7.6283,50.7542,11.8875,17.7203,8.7277,13.461,15.4505,12.4559,161.6348,6.17,25.0019,11.3019,11.7167,5.8097,21.7351,30.0509,3.2479,9.8,5.4646,11.7889,7.2247,16.7206,52.08,7.2603,2.8022,30.9085,7.2639,7.3274,10.382,12.4137,9.1384,16.7542,5.2866,7.7895,12.1897,8.5564,6.7501,9.6202,17.0327
20220715,5.5223,5.6331,9.4198,10.7741,14.0044,12.9663,4.69,11.2828,8.1159,9.6646,6.3097,6.8117,33.0244,1.69,17.886,52.0,11.7902,3.1276,3.61,15.5918,14.3282,20.1237,8.4707,41.4261,6.4719,18.6973,3.01,21.0083,14.7531,9.5774,2.72,15.5079,17.459,11.8551,5.7365,8.3426,4.38,12.1127,4.8326,10.2539,10.0206,27.9273,2.9411,46.8963,180.0163,14.5751,25.9248,5.2557,63.2295,6.2636,16.9157,37.5172,180.1014,26.4758,55.6061,26.425,20.6827,44.7692,5.017,2.6959,5.8863,11.9023,17.7533,13.0998,6.3316,3.6074,7.86,28.7963,3.0916,43.5294,9.7389,20.0259,4.5874,5.0968,3.8257,4.265,90.0642,2.7137,10.2775,5.3516,23.224,5.1637,23.99,3.6798,8.4212,7.2745,7.01,3.9742,9.5847,20.2822,4.13,46.5553,4.1768,2.7251,25.531,7.3494,9.6588,4.407,14.386,2.3024,10.3911,24.5009,10.1857,45.6677,13.92,30.1028,23.1738,6.6983,2.92,4.1961,11.6563,8.7118,13.5601,207.3976,7.8164,2.7201,32.11,31.7249,17.3558,16.199,6.7066,9.0997,12.4482,6.3693,23.46,16.6389,13.0462,2.598,8.7738,1.6298,4.26,9.0984,14.8496,22.8971,8.5554,4.4228,19.8,17.2341,3.7699,12.0176,31.9929,10.031,22.49,8.3276,21.9171,8.2093,12.8873,77.9786,11.8404,4.0074,10.17,9.7886,26.8524,6.9503,17.7549,4.4509,6.06,10.6605,10.3361,20.9135,7.5186,20.5665,19.6173,17.9935,5.8094,6.3819,28.4447,51.5321,333.3446,3.071,54.5835,10.5026,15.8236,8.8646,29.74,4.391,9.3331,6.1118,2.4699,6.1607,15.7086,3.06,11.7748,6.7343,46.4131,11.1836,17.4614,8.4446,13.461,13.7037,11.9627,134.3028,5.81,28.6576,10.9943,11.1196,5.3771,19.7284,28.8819,3.04,9.95,5.7147,11.3552,6.6819,16.3634,50.5,6.9643,2.753,29.1017,8.5276,7.3076,10.2027,11.4394,9.7642,16.5485,5.1626,7.2502,11.4811,7.5646,6.6226,9.0753,16.6464
20220722,5.6157,5.6611,9.5136,10.4269,13.4056,12.7279,4.8021,11.411,8.3752,10.0814,6.5593,7.1013,34.6255,1.74,19.2732,53.51,11.4999,3.2992,3.58,16.4338,14.7781,20.3622,8.3968,40.1717,6.4719,19.0244,3.2,21.1081,14.9808,9.4732,2.78,16.2923,18.3857,12.3856,5.6487,8.4907,4.53,11.8002,5.0865,10.6392,9.7088,29.1038,2.9903,44.7709,169.3362,16.3589,26.7557,5.322,61.6388,6.0925,16.6288,35.747,170.3557,26.1182,53.8408,26.2569,23.598,44.6008,5.1082,2.7048,6.0937,12.1525,20.3959,12.7359,6.6586,3.7962,8.08,28.2275,3.1704,43.1901,10.0999,20.2996,4.8007,5.1688,3.6116,4.5621,87.5172,2.7324,9.7922,5.3145,24.077,5.0743,24.4,3.7654,9.9205,6.9597,7.26,4.0825,9.614,19.7265,4.51,45.9552,4.2942,2.8972,25.6583,7.8694,9.9358,4.736,14.1903,2.4198,10.0418,25.8328,10.7083,44.1599,13.87,29.3088,27.0148,6.7466,2.88,4.4277,11.0355,8.4728,14.3156,208.3852,7.9021,2.8091,33.76,31.1499,20.2651,16.209,6.8759,8.862,12.9821,6.4063,23.66,16.1044,13.3959,2.813,9.013,1.6984,4.27,9.2479,15.577,23.1907,8.5852,4.6611,19.34,17.1669,3.8597,12.9329,32.2779,9.3668,22.18,8.376,22.4212,8.5898,13.0091,71.1429,13.6911,4.045,10.6048,9.3266,25.1118,7.2103,17.9416,4.5009,6.43,11.4276,10.7146,21.3286,7.6857,21.8483,18.3033,22.0703,5.8985,6.3342,28.345,48.5078,349.6435,3.1437,55.8633,11.2585,15.8728,8.9263,29.05,4.3813,9.6217,6.4944,2.528,6.4916,16.4524,3.22,12.8364,6.6954,48.2539,11.3819,17.0011,8.8936,13.6284,13.8891,12.16,145.0148,5.98,26.7268,11.1035,11.4451,5.7998,19.4089,28.8088,3.3469,9.06,5.8975,11.1383,6.9878,16.1352,47.88,7.1134,2.8218,29.1309,10.4481,7.4861,10.6112,11.0073,9.8735,16.9659,5.4617,7.8195,11.5501,7.9147,6.9267,11.4035,17.3122
20220729,5.569,5.6611,9.7012,10.1182,13.8112,12.1343,4.7834,11.7069,8.688,9.7514,6.5593,6.917,32.9997,1.75,19.0076,51.97,11.756,3.3373,3.48,16.4244,14.4282,20.9153,8.3355,40.5767,6.574,19.0641,3.16,19.9504,15.0757,9.3974,2.8,16.2228,17.4615,12.4821,5.7268,8.4516,4.45,11.9381,5.3012,13.2369,10.0796,28.3041,2.9508,44.9951,173.9728,15.9964,25.9248,5.3031,57.9206,5.9499,16.4854,35.6131,157.2107,25.4227,53.478,25.6734,26.4055,42.3707,4.9987,2.7048,6.0345,12.3693,21.4093,12.7601,6.5893,3.7962,8.03,28.6566,3.2097,43.4278,11.2807,18.9689,4.6553,5.1223,3.4999,4.3608,86.6581,2.7418,9.7316,5.2497,23.476,5.0247,26.54,3.7179,9.8134,6.7721,7.07,4.1513,9.614,20.5898,4.47,43.9517,4.2355,2.8112,25.6387,7.8694,9.7066,4.7187,14.5462,2.3566,11.1091,23.6064,10.5984,45.106,12.95,27.7894,28.5748,7.5102,2.84,4.6593,10.868,8.5425,14.3554,206.2915,7.9497,2.7893,30.97,29.1274,22.5245,14.7969,6.9229,8.7654,13.0711,6.4063,23.48,16.6093,13.6631,2.7089,8.9077,1.6688,4.45,9.2778,17.3035,21.6838,8.3368,4.6039,18.19,17.2533,3.8796,13.7658,32.6218,9.3766,20.91,8.2275,21.225,8.4756,13.1497,75.7143,13.9796,4.0262,10.5851,9.4916,20.161,7.2403,17.6709,4.4909,6.39,11.7365,11.0446,21.8483,7.7229,21.2693,17.9979,23.8359,5.6807,6.2675,28.2652,46.1533,331.0135,3.2254,54.2927,11.2983,15.3519,8.9703,28.71,4.3715,9.6117,6.3178,2.5474,6.3261,15.9566,3.18,12.7965,6.6371,47.9291,11.4315,16.7806,8.9034,14.0125,14.4809,11.8247,137.1076,6.03,24.8178,10.7661,11.991,5.8785,19.1293,27.8225,3.4162,8.73,6.0322,10.7539,6.9286,16.0955,47.77,7.1134,2.8317,29.092,10.0899,7.615,10.6211,11.023,9.0192,16.7075,5.4716,7.8095,11.1464,7.9924,7.015,11.2054,17.6657
20220805,5.4849,5.7173,9.72,10.0399,13.2993,12.3678,4.746,12.1606,8.4914,9.4736,6.3696,6.5659,34.3217,1.68,18.8895,49.65,11.0303,3.2992,3.42,16.5511,14.9981,19.666,8.1256,39.4902,6.3697,18.7964,3.07,20.7089,15.7113,9.2079,2.76,16.1533,20.0753,12.2908,5.5512,8.2625,4.28,11.8829,5.3403,12.429,9.692,32.6485,2.8221,42.4114,166.79,14.6991,27.4283,5.2178,62.126,5.6553,15.9486,34.7711,161.3998,25.1048,54.7921,26.514,26.0521,41.9743,4.8984,2.6516,5.9357,11.7438,19.6707,12.2927,6.7775,3.7664,7.87,27.7586,3.1408,42.2295,10.3732,18.2234,4.5098,5.1692,3.2704,4.1979,86.206,2.6828,9.255,5.2405,24.7264,4.9552,27.99,3.6228,10.0179,6.6382,6.94,4.112,9.2528,19.7662,4.61,43.7678,4.1866,2.7156,25.0215,7.8494,9.7257,4.3464,15.4263,2.2753,11.0024,26.6379,10.897,45.382,13.33,27.9855,29.2956,7.2975,2.69,4.3999,10.9961,8.1243,14.9419,197.1561,7.7307,2.641,30.98,29.0977,20.675,14.1107,6.7912,8.4312,12.9525,6.2768,26.14,14.9167,13.1387,2.5643,8.6302,1.6293,4.5,9.5966,17.7109,21.5957,8.4461,4.4991,18.39,16.7154,3.7699,13.9306,35.4123,8.4194,20.23,7.8809,23.8843,8.5327,13.1122,67.8571,14.1289,3.9133,10.8025,8.8381,19.1167,7.4803,17.3348,4.4309,6.5101,10.8,10.6709,24.3587,7.4815,20.8155,17.8591,28.9542,5.4135,6.0671,27.5571,44.0156,323.1811,3.07,54.4187,11.4303,15.46,8.8646,28.88,4.3715,9.8704,6.2,2.499,6.3164,15.8673,3.1,12.6468,6.5691,49.4745,10.5788,15.7833,8.8448,13.2444,13.5611,11.6176,137.1474,6.07,25.2137,10.4188,12.5866,5.5639,20.2475,28.4362,3.2776,8.19,5.8206,10.8821,6.899,17.5542,50.4,6.716,2.7723,29.024,8.8361,7.3274,10.8403,11.4473,8.5027,16.8665,5.1769,7.7795,12.5446,7.6424,7.0837,10.0462,16.5888
20220812,5.5036,5.8202,9.8889,10.1476,13.0772,12.5235,4.8208,12.1507,9.707,9.8383,6.8588,7.1803,32.8848,1.73,19.588,48.94,12.1231,3.4994,3.53,16.9018,15.798,19.4847,8.8409,37.6727,6.4719,19.0938,3.38,21.0881,16.1003,9.3879,2.86,16.2029,21.2082,12.1062,5.5609,8.7105,4.37,12.6181,5.5453,12.8578,10.6527,31.6797,2.8617,43.9812,151.5723,14.9948,27.5767,5.2841,62.2652,5.7313,17.1852,36.9431,162.2087,26.1678,54.2723,27.0876,27.6129,43.0942,5.017,2.7136,6.2122,14.1126,18.0911,13.966,6.7379,3.9453,8.29,25.6732,3.2688,51.2617,10.3927,18.0535,4.5777,5.2255,3.4807,4.265,88.5432,2.6926,9.3589,5.2821,24.4066,4.9452,27.65,3.6418,9.8913,6.9195,7.09,4.2399,10.3655,19.8357,4.65,44.1356,4.4213,2.7347,25.2273,8.1493,9.8881,4.3378,15.4658,2.2934,12.5159,28.5265,11.096,46.8208,13.21,27.7306,28.9994,7.7518,2.73,4.5296,11.1144,8.5226,14.8027,187.1516,7.845,2.8091,30.23,26.9166,21.9547,14.0511,6.9041,8.7357,13.6149,6.4063,23.56,14.9958,13.4454,2.6992,8.8503,1.6392,4.59,9.497,17.6333,21.5859,8.625,4.6897,16.66,17.1477,3.9694,14.8092,31.6392,8.6636,20.51,7.97,22.9155,8.6183,13.0372,67.3571,14.099,3.9509,10.8223,9.8348,19.6776,7.5803,17.5028,4.4609,7.2301,10.651,11.0152,24.8687,7.8435,21.1904,18.9048,25.8197,5.5125,6.2293,28.7938,42.3507,311.4324,3.12,53.3523,11.3703,15.2732,9.1992,30.1,4.5371,10.1291,6.4257,2.5377,7.2021,15.9665,3.1,12.8764,6.8995,53.097,10.5094,16.9819,8.9425,13.9337,14.3525,11.3414,138.2514,6.39,25.6394,10.4982,12.0009,5.6426,25.3493,28.9915,3.3073,9.23,6.1862,11.0299,7.1655,17.6236,50.51,6.8153,2.8812,29.5194,9.3734,7.4266,10.9001,11.2666,9.4509,17.1448,5.2751,8.0192,12.7514,7.9633,8.1924,9.8481,17.304
20220819,5.4756,5.8576,9.72,10.5198,12.8357,12.7376,4.7647,11.7858,11.1728,9.5691,6.8588,6.8204,31.2097,1.79,20.867,49.45,12.7037,3.4899,3.68,16.4147,15.2281,19.2845,8.984,41.0409,6.5826,18.5585,3.46,20.5592,16.1288,9.1605,2.84,16.2029,20.284,12.524,5.8048,8.6607,4.47,13.096,5.3012,12.7335,10.7876,30.3033,2.832,42.6259,153.3854,14.5751,27.8437,5.2463,58.9124,6.0925,18.1199,36.9239,149.2563,25.3333,52.8111,26.1877,25.5318,40.5867,4.9631,2.7225,6.3308,14.5963,17.8824,14.7138,6.6586,3.8658,8.29,24.875,3.2294,47.9538,12.4419,17.7232,4.5389,5.1598,3.8728,4.1883,82.0476,2.673,9.9482,5.2868,23.7862,5.1736,25.57,3.6228,10.6993,6.8123,7.12,4.171,10.3655,18.5159,4.55,42.345,4.4115,2.7251,25.0117,7.6994,9.6492,4.788,15.3472,2.2844,12.0793,27.4033,11.0263,48.2005,13.05,28.2109,27.1629,7.9645,2.67,4.6315,10.8385,8.8113,14.5741,187.9417,7.7593,3.0663,29.0,26.5101,22.0946,15.0654,6.8382,9.278,13.4666,6.4987,23.5,14.9266,13.0695,2.6703,8.7068,1.6293,4.63,9.1183,18.5256,22.3785,8.4163,4.6992,17.38,16.7826,3.9594,13.958,31.7473,9.484,20.08,8.0393,22.0851,8.4947,13.4496,65.0357,14.5567,3.9039,10.5258,10.1648,18.6913,7.3003,17.01,4.4409,6.6401,10.421,12.2937,24.3097,8.4097,21.2003,18.5254,25.6908,5.7005,6.3438,27.2778,40.7745,278.7414,3.13,50.2915,11.1703,14.7818,9.1111,31.59,4.5176,9.8903,7.0339,2.5377,7.1339,15.55,3.15,13.4154,6.7148,49.4056,11.1539,17.7682,8.6789,13.6875,13.718,11.0061,124.9236,6.26,27.5203,10.4287,11.5741,5.8198,23.063,26.4489,3.1885,9.25,6.3497,10.7933,7.2642,17.5046,48.91,6.6166,2.8416,29.0629,10.0401,7.3869,10.7208,10.7481,9.5909,16.956,5.3832,7.9094,12.3673,7.7494,8.0452,9.2041,16.5477
20220826,5.4475,5.9512,9.8889,10.843,13.8112,13.1366,4.7741,11.8154,12.8264,9.6472,6.9986,6.8204,30.8074,1.76,19.9717,49.89,14.8722,3.4136,3.65,16.5803,14.4482,18.4356,9.6516,39.016,6.5826,18.3404,3.71,22.6351,15.2749,9.0942,2.8,17.6613,19.7871,11.9022,5.9512,8.5711,4.34,13.6842,5.5551,12.8143,12.077,29.2653,2.7726,44.7611,149.898,14.0123,27.3986,5.2557,55.6999,6.0355,20.8948,39.3064,161.5153,23.5252,55.5473,27.503,27.8681,38.4756,5.1144,2.625,6.3406,16.9818,16.3922,17.4247,6.3019,3.8459,8.22,23.6477,3.2294,43.824,11.0172,18.0535,4.4904,5.1505,3.7485,4.1404,84.9278,2.6631,9.8529,5.5275,22.5358,5.0147,26.35,3.7274,11.1277,6.9463,6.9,4.4858,10.3655,17.9404,4.45,40.777,4.6659,2.7347,25.1587,7.6494,9.6683,4.4763,13.676,2.3566,11.0509,24.2624,12.0314,45.924,13.64,25.9564,24.181,7.7228,2.76,4.613,10.7794,8.3932,13.8484,183.8925,7.6641,3.0564,29.1,26.8472,21.8347,15.0157,7.0922,9.3448,14.8014,6.4525,24.45,14.4217,12.9013,2.8438,9.2426,1.6589,4.34,8.7396,17.546,22.5546,8.5952,4.7183,17.19,16.4272,3.8896,14.7269,31.3936,8.5269,20.96,7.8809,19.8904,9.3508,14.0588,63.3571,13.313,3.8568,10.2787,10.7259,17.8017,6.4502,16.9054,4.5209,6.3,10.541,11.3102,22.1033,8.6604,22.4137,18.7197,23.6871,5.6312,8.0227,25.2133,39.5825,259.9528,3.09,45.8896,10.2502,14.6442,9.3664,29.87,4.2742,10.3194,6.9162,2.5087,7.4065,14.8459,3.08,12.6568,6.8412,42.2296,11.2233,16.2148,8.3469,15.0267,14.1743,11.0456,124.3268,6.17,26.2829,10.7363,11.6138,5.5498,23.3426,25.5648,3.1786,9.22,6.4555,9.7387,7.0569,14.865,46.69,6.5173,2.9109,27.3922,9.1147,7.6447,9.9336,10.7245,9.6509,17.8008,5.2947,7.3202,13.4406,8.0605,7.9569,9.1446,15.8161
